,url,name,location,review_count,address,rating,rating_description,price_range,cuisines,special_diets,rating_Food,rating_Service,rating_Value,meals,rating_Atmosphere,features,about,type,rating_Location,rating_Cleanliness,Property_amenities,Room_features,Room_types,hotel_class,walkability_score,walkability_description,nearby_restaurant_count,nearby_attraction_count,room_count,old_name,operating_hours,trip_duration,site_type,entrance_fee
61,https://www.tripadvisor.com.ph/Restaurant_Review-g312693-d4049242-Reviews-Lucky_Noodles-Paranaque_Metro_Manila_Luzon.html,Lucky Noodles,Manila,3044,"Aseana Avenue Entertainment City, Paranaque, Luzon 1701 Philippines",5.0,Excellent,,"Asian, Soups","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,4.5,4.5,"Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks",4.5,"Reservations, Takeout, Seating, Parking Available, Validated Parking, Valet Parking, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service","Fortune has shone on this haven for Asian gastronomy with its sumptuous soups, noodles, rice dishes, and traditional Asian specialties that pay homage to the various food festivals across the region. The open kitchen with a dining counter allows you to watch our chefs in action and whet your appetite for our Asian comfort food. Located directly off the casino floor, this quick and casual retreat is always buzzing with energy, a perfect venue for patrons 21 years and above to cool down and take a breather in between games. It is open 24 hours a day so you'll always have a chance to indulge.",restaurant,,,,,,,,,,,,,,,,
62,https://www.tripadvisor.com.ph/Restaurant_Review-g312693-d12402268-Reviews-Kiapo-Paranaque_Metro_Manila_Luzon.html,Kiapo,Manila,1252,"Seaside Drive Okada Manila, Entertainment City, Paranaque, Luzon 1701 Philippines",5.0,Excellent,₱10 - ₱100,"Filipino, Asian",,5.0,5.0,5.0,"Dinner, Lunch, Brunch, Late Night, Drinks",5.0,"Takeout, Seating, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Highchairs Available, Serves Alcohol, Digital Payments, Cash Only, Accepts Credit Cards, Table Service, Non-smoking restaurants",No Filipino dining affair is complete without rice. Kiapo pays homage to good Pinoy comfort food of rice toppings but with a modern interpretation. Congee is also featured heavily in the menu. It packs surprising depth of flavor when combined with a myriad of accompaniments and condiments.,restaurant,,,,,,,,,,,,,,,,
63,https://www.tripadvisor.com.ph/Restaurant_Review-g298452-d10164846-Reviews-China_Blue_by_Jereme_Leung-Pasay_Metro_Manila_Luzon.html,China Blue by Jereme Leung,Manila,1357,"Conrad Manila, Seaside Boulevard corner Coral Way Mall of Asia Complex, Pasay, Luzon 1300 Philippines",5.0,Excellent,"₱350 - ₱1,000","Chinese, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",5.0,5.0,4.5,,5.0,,,restaurant,,,,,,,,,,,,,,,,
64,https://www.tripadvisor.com.ph/Restaurant_Review-g312693-d3979018-Reviews-Red_Lantern-Paranaque_Metro_Manila_Luzon.html,Red Lantern,Manila,3695,"1 Aseana Avenue, Entertainment City Entertainment City, Solaire Resort & Casino, Paranaque, Luzon 1701 Philippines",5.0,Excellent,,"Chinese, Asian, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",5.0,5.0,4.5,"Lunch, Dinner",5.0,,,restaurant,,,,,,,,,,,,,,,,
65,https://www.tripadvisor.com.ph/Restaurant_Review-g298452-d10164848-Reviews-C_Lounge-Pasay_Metro_Manila_Luzon.html,C Lounge,Manila,1008,"Conrad Manila, Seaside Boulevard corner Coral Way Mall of Asia Complex, Pasay, Luzon 1300 Philippines",5.0,Excellent,₱350 - ₱700,"Bar, Wine Bar, Beer restaurants",Vegetarian Friendly,4.5,4.5,4.5,,4.5,,,restaurant,,,,,,,,,,,,,,,,
66,https://www.tripadvisor.com.ph/Restaurant_Review-g312693-d8327366-Reviews-Waterside-Paranaque_Metro_Manila_Luzon.html,Waterside,Manila,867,"1 Asean Avenue, Entertainment City Entertainment City, Solaire Resort & Casino, Paranaque, Luzon 1701 Philippines",5.0,Excellent,,"Bar, American, Barbecue","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,5.0,4.5,"Lunch, Dinner, Late Night, Drinks",5.0,,,restaurant,,,,,,,,,,,,,,,,
67,https://www.tripadvisor.com.ph/Restaurant_Review-g312693-d12072663-Reviews-Red_Spice-Paranaque_Metro_Manila_Luzon.html,Red Spice,Manila,609,"Seaside Drive Okada Manila, Entertainment City, Paranaque, Luzon 1701 Philippines",5.0,Excellent,"₱567 - ₱5,666","Chinese, Asian",,5.0,5.0,5.0,"Breakfast, Lunch, Dinner, Late Night, Drinks",5.0,,,restaurant,,,,,,,,,,,,,,,,
68,https://www.tripadvisor.com.ph/Restaurant_Review-g298450-d1147646-Reviews-Benjarong_Thai_Restaurant-Makati_Metro_Manila_Luzon.html,Benjarong Thai Restaurant,Manila,1115,"Dusit Thani Manila Ayala Centre, Makati, Luzon 1223 Philippines",5.0,Excellent,,"Asian, Thai","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,4.5,4.5,"Lunch, Dinner, Brunch",4.5,"Takeout, Reservations, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service","With cuisine and a place that’s truly Thai at heart mixed with the geniality and gracious hospitality, the revamped version of Benjarong is the newest, most exciting authentic Thai dining hotspot to rediscover in Manila.",restaurant,,,,,,,,,,,,,,,,
69,https://www.tripadvisor.com.ph/Restaurant_Review-g312693-d3979019-Reviews-Yakumi-Paranaque_Metro_Manila_Luzon.html,Yakumi,Manila,1173,"Aseana Avenue Entertainment City, Solaire Resort & Casino, Paranaque, Luzon 1701 Philippines",5.0,Excellent,,"Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,4.5,4.0,"Lunch, Dinner, Brunch, Drinks",4.0,"Takeout, Reservations, Buffet, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service","Whether it's sushi, sashimi, or the freshest fish and crustaceans, Yakumi offers only the best Japanese dishes created by some of the world's top Japanese chefs. This dining destination features an expansive open kitchen that allows patrons to witness how the ingredients-sourced largely from Japan-are prepared carefully like a perfected way of life, and how they are blended together using traditional techniques and modern presentations to provide the palate an incredible experience. Let our sake sommeliers indulge you in a selection of sake specialties to complement your meal. For intimate affairs, book any of the two teppanyaki rooms and enjoy an imperial gastronomic experience in comfort and",restaurant,,,,,,,,,,,,,,,,
70,https://www.tripadvisor.com.ph/Restaurant_Review-g1758900-d23660651-Reviews-Pool_House-Taguig_City_Metro_Manila_Luzon.html,Pool House,Manila,456,"8th Avenue Corner, 35th Street 6th Floor, Inside Grand Hyatt, Taguig City, Luzon 1634 Philippines",5.0,Excellent,,"Seafood, International, Barbecue, Grill",,5.0,5.0,4.5,"Lunch, Dinner, Drinks",5.0,,"Indoor and outdoor restaurant at the pool deck of Grand Hyatt Manila with the vibrant atmosphere of the city as its backdrop. Al fresco dining, perfect for barbeques.",restaurant,,,,,,,,,,,,,,,,
